long_method,score_field,valid_groups,cue_clipped_mean,cue_raw_mean,score_no_evidence_mean,score_oracle_mean,score_long_mean,oncu_clipped_mean,oncu_raw_mean
direct,answer_f1,26,0.9286369203551866,1.0305610233297098,0.1829548229548229,0.7986329482483329,0.7905743401897248,0.9286369203551866,1.0305610233297098
retrieve_then_read,answer_f1,26,0.5932508880588296,0.6591195432131991,0.1829548229548229,0.7986329482483329,0.5434371184371185,0.5932508880588296,0.6591195432131991
direct,answer_f1_relaxed,25,0.8977353383458647,1.0037364054393687,0.1938285714285714,0.7865782661782661,0.7781973137973138,0.8977353383458647,1.0037364054393687
retrieve_then_read,answer_f1_relaxed,25,0.6033407047029339,0.671844106063478,0.1938285714285714,0.7865782661782661,0.5585079365079365,0.6033407047029339,0.671844106063478
direct,answer_f1_strict,26,0.9286369203551866,1.0305610233297098,0.1829548229548229,0.7986329482483329,0.7905743401897248,0.9286369203551866,1.0305610233297098
retrieve_then_read,answer_f1_strict,26,0.5932508880588296,0.6591195432131991,0.1829548229548229,0.7986329482483329,0.5434371184371185,0.5932508880588296,0.6591195432131991
direct,exact_match,23,0.8985507246376813,0.9855072463768116,0.1290890269151138,0.7161490683229814,0.6770186335403726,0.8985507246376813,0.9855072463768116
retrieve_then_read,exact_match,23,0.605072463768116,0.6485507246376812,0.1290890269151138,0.7161490683229814,0.4954451345755694,0.605072463768116,0.6485507246376812
direct,exact_match_relaxed,22,0.856060606060606,0.9469696969696968,0.1349567099567099,0.6994588744588744,0.6585497835497836,0.856060606060606,0.9469696969696968
retrieve_then_read,exact_match_relaxed,22,0.6174242424242424,0.662878787878788,0.1349567099567099,0.6994588744588744,0.5103896103896104,0.6174242424242424,0.662878787878788
direct,exact_match_strict,23,0.8985507246376813,0.9855072463768116,0.1290890269151138,0.7161490683229814,0.6770186335403726,0.8985507246376813,0.9855072463768116
retrieve_then_read,exact_match_strict,23,0.605072463768116,0.6485507246376812,0.1290890269151138,0.7161490683229814,0.4954451345755694,0.605072463768116,0.6485507246376812
