source,model_name,reasoning_type,context_length,evidence_position,evidence_density,distractor_similarity,long_method,score_field,score_no_evidence,score_oracle,score_long,n,cue_valid,cue_invalid_reason,cue_raw,cue_clipped
hotpotqa,mistral-small3.1:24b,comparison,4000,front,low,unknown,direct,exact_match,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,False,oracle_not_above_no_evidence,,
hotpotqa,mistral-small3.1:24b,comparison,4000,front,low,unknown,retrieve_then_read,exact_match,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,False,oracle_not_above_no_evidence,,
hotpotqa,mistral-small3.1:24b,comparison,8000,middle,low,unknown,direct,exact_match,0.5,0.5,1.0,2,False,oracle_not_above_no_evidence,,
hotpotqa,mistral-small3.1:24b,comparison,8000,middle,low,unknown,retrieve_then_read,exact_match,0.5,0.5,1.0,2,False,oracle_not_above_no_evidence,,
hotpotqa,mistral-small3.1:24b,multi_hop,16000,end,medium,unknown,direct,exact_match,0.125,0.5,0.375,8,True,,0.6666666666666666,0.6666666666666666
hotpotqa,mistral-small3.1:24b,multi_hop,16000,end,medium,unknown,retrieve_then_read,exact_match,0.125,0.5,0.375,8,True,,0.6666666666666666,0.6666666666666666
hotpotqa,mistral-small3.1:24b,multi_hop,4000,scattered,medium,unknown,direct,exact_match,0.0,0.8,0.4,5,True,,0.5,0.5
hotpotqa,mistral-small3.1:24b,multi_hop,4000,scattered,medium,unknown,retrieve_then_read,exact_match,0.0,0.8,0.4,5,True,,0.5,0.5
hotpotqa,mistral-small3.1:24b,multi_hop,8000,front,medium,unknown,direct,exact_match,0.3,0.6,0.6,10,True,,1.0,1.0
hotpotqa,mistral-small3.1:24b,multi_hop,8000,front,medium,unknown,retrieve_then_read,exact_match,0.3,0.6,0.5,10,True,,0.6666666666666667,0.6666666666666667
hotpotqa,mistral-small3.1:24b,multi_hop,16000,middle,medium,unknown,direct,exact_match,0.1111111111111111,1.0,0.8888888888888888,9,True,,0.8749999999999999,0.8749999999999999
hotpotqa,mistral-small3.1:24b,multi_hop,16000,middle,medium,unknown,retrieve_then_read,exact_match,0.1111111111111111,1.0,0.6666666666666666,9,True,,0.6250000000000001,0.6250000000000001
hotpotqa,mistral-small3.1:24b,multi_hop,4000,end,low,unknown,direct,exact_match,0.4,0.6,0.6,10,True,,1.0,1.0
hotpotqa,mistral-small3.1:24b,multi_hop,4000,end,low,unknown,retrieve_then_read,exact_match,0.4,0.6,0.4,10,True,,0.0,0.0
hotpotqa,mistral-small3.1:24b,comparison,8000,scattered,low,unknown,direct,exact_match,0.5,0.0,0.5,2,False,oracle_not_above_no_evidence,,
hotpotqa,mistral-small3.1:24b,comparison,8000,scattered,low,unknown,retrieve_then_read,exact_match,0.5,0.0,0.0,2,False,oracle_not_above_no_evidence,,
hotpotqa,mistral-small3.1:24b,multi_hop,16000,front,low,unknown,direct,exact_match,0.2222222222222222,0.7777777777777778,0.5555555555555556,9,True,,0.6000000000000001,0.6000000000000001
hotpotqa,mistral-small3.1:24b,multi_hop,16000,front,low,unknown,retrieve_then_read,exact_match,0.2222222222222222,0.7777777777777778,0.4444444444444444,9,True,,0.39999999999999997,0.39999999999999997
hotpotqa,mistral-small3.1:24b,comparison,4000,middle,low,unknown,direct,exact_match,0.6666666666666666,1.0,1.0,3,True,,1.0,1.0
hotpotqa,mistral-small3.1:24b,comparison,4000,middle,low,unknown,retrieve_then_read,exact_match,0.6666666666666666,1.0,1.0,3,True,,1.0,1.0
hotpotqa,mistral-small3.1:24b,multi_hop,8000,end,low,unknown,direct,exact_match,0.3333333333333333,0.75,0.5833333333333334,12,True,,0.6000000000000001,0.6000000000000001
hotpotqa,mistral-small3.1:24b,multi_hop,8000,end,low,unknown,retrieve_then_read,exact_match,0.3333333333333333,0.75,0.5,12,True,,0.4,0.4
hotpotqa,mistral-small3.1:24b,multi_hop,16000,scattered,medium,unknown,direct,exact_match,0.0,1.0,0.6666666666666666,3,True,,0.6666666666666666,0.6666666666666666
hotpotqa,mistral-small3.1:24b,multi_hop,16000,scattered,medium,unknown,retrieve_then_read,exact_match,0.0,1.0,0.3333333333333333,3,True,,0.3333333333333333,0.3333333333333333
hotpotqa,mistral-small3.1:24b,multi_hop,4000,front,low,unknown,direct,exact_match,0.2857142857142857,0.8571428571428571,0.8571428571428571,7,True,,1.0,1.0
hotpotqa,mistral-small3.1:24b,multi_hop,4000,front,low,unknown,retrieve_then_read,exact_match,0.2857142857142857,0.8571428571428571,0.8571428571428571,7,True,,1.0,1.0
hotpotqa,mistral-small3.1:24b,multi_hop,8000,middle,low,unknown,direct,exact_match,0.4,0.9,0.8,10,True,,0.8,0.8
hotpotqa,mistral-small3.1:24b,multi_hop,8000,middle,low,unknown,retrieve_then_read,exact_match,0.4,0.9,0.6,10,True,,0.3999999999999999,0.3999999999999999
hotpotqa,mistral-small3.1:24b,multi_hop,4000,scattered,low,unknown,direct,exact_match,0.1,0.8,0.4,10,True,,0.4285714285714286,0.4285714285714286
hotpotqa,mistral-small3.1:24b,multi_hop,4000,scattered,low,unknown,retrieve_then_read,exact_match,0.1,0.8,0.4,10,True,,0.4285714285714286,0.4285714285714286
hotpotqa,mistral-small3.1:24b,multi_hop,8000,front,low,unknown,direct,exact_match,0.2857142857142857,0.7142857142857143,0.5714285714285714,7,True,,0.6666666666666666,0.6666666666666666
hotpotqa,mistral-small3.1:24b,multi_hop,8000,front,low,unknown,retrieve_then_read,exact_match,0.2857142857142857,0.7142857142857143,0.14285714285714285,7,True,,-0.3333333333333333,0.0
hotpotqa,mistral-small3.1:24b,multi_hop,16000,middle,low,unknown,direct,exact_match,0.0,0.3333333333333333,0.3333333333333333,6,True,,1.0,1.0
hotpotqa,mistral-small3.1:24b,multi_hop,16000,middle,low,unknown,retrieve_then_read,exact_match,0.0,0.3333333333333333,0.16666666666666666,6,True,,0.5,0.5
hotpotqa,mistral-small3.1:24b,multi_hop,8000,scattered,medium,unknown,direct,exact_match,0.2,0.8,0.8,5,True,,1.0,1.0
hotpotqa,mistral-small3.1:24b,multi_hop,8000,scattered,medium,unknown,retrieve_then_read,exact_match,0.2,0.8,0.4,5,True,,0.3333333333333333,0.3333333333333333
hotpotqa,mistral-small3.1:24b,multi_hop,4000,middle,medium,unknown,direct,exact_match,0.0,0.75,0.75,4,True,,1.0,1.0
hotpotqa,mistral-small3.1:24b,multi_hop,4000,middle,medium,unknown,retrieve_then_read,exact_match,0.0,0.75,0.5,4,True,,0.6666666666666666,0.6666666666666666
hotpotqa,mistral-small3.1:24b,comparison,8000,end,low,unknown,direct,exact_match,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,False,oracle_not_above_no_evidence,,
hotpotqa,mistral-small3.1:24b,comparison,8000,end,low,unknown,retrieve_then_read,exact_match,0.3333333333333333,0.3333333333333333,0.6666666666666666,3,False,oracle_not_above_no_evidence,,
hotpotqa,mistral-small3.1:24b,multi_hop,16000,scattered,low,unknown,direct,exact_match,0.16666666666666666,0.75,0.5833333333333334,12,True,,0.7142857142857144,0.7142857142857144
hotpotqa,mistral-small3.1:24b,multi_hop,16000,scattered,low,unknown,retrieve_then_read,exact_match,0.16666666666666666,0.75,0.3333333333333333,12,True,,0.2857142857142857,0.2857142857142857
hotpotqa,mistral-small3.1:24b,multi_hop,4000,front,medium,unknown,direct,exact_match,0.14285714285714285,1.0,0.8571428571428571,7,True,,0.8333333333333331,0.8333333333333331
hotpotqa,mistral-small3.1:24b,multi_hop,4000,front,medium,unknown,retrieve_then_read,exact_match,0.14285714285714285,1.0,0.5714285714285714,7,True,,0.49999999999999994,0.49999999999999994
hotpotqa,mistral-small3.1:24b,multi_hop,16000,end,low,unknown,direct,exact_match,0.3333333333333333,0.6666666666666666,0.6666666666666666,9,True,,1.0,1.0
hotpotqa,mistral-small3.1:24b,multi_hop,16000,end,low,unknown,retrieve_then_read,exact_match,0.3333333333333333,0.6666666666666666,0.4444444444444444,9,True,,0.3333333333333333,0.3333333333333333
hotpotqa,mistral-small3.1:24b,comparison,8000,scattered,medium,unknown,direct,exact_match,0.0,1.0,0.0,1,True,,0.0,0.0
hotpotqa,mistral-small3.1:24b,comparison,8000,scattered,medium,unknown,retrieve_then_read,exact_match,0.0,1.0,0.0,1,True,,0.0,0.0
hotpotqa,mistral-small3.1:24b,multi_hop,16000,front,medium,unknown,direct,exact_match,0.2,0.6,0.2,5,True,,0.0,0.0
hotpotqa,mistral-small3.1:24b,multi_hop,16000,front,medium,unknown,retrieve_then_read,exact_match,0.2,0.6,0.6,5,True,,1.0,1.0
hotpotqa,mistral-small3.1:24b,comparison,4000,middle,medium,unknown,direct,exact_match,1.0,1.0,1.0,1,False,oracle_not_above_no_evidence,,
hotpotqa,mistral-small3.1:24b,comparison,4000,middle,medium,unknown,retrieve_then_read,exact_match,1.0,1.0,1.0,1,False,oracle_not_above_no_evidence,,
hotpotqa,mistral-small3.1:24b,multi_hop,4000,end,medium,unknown,direct,exact_match,0.25,0.5,0.5,4,True,,1.0,1.0
hotpotqa,mistral-small3.1:24b,multi_hop,4000,end,medium,unknown,retrieve_then_read,exact_match,0.25,0.5,0.5,4,True,,1.0,1.0
hotpotqa,mistral-small3.1:24b,multi_hop,8000,scattered,low,unknown,direct,exact_match,0.2222222222222222,0.5555555555555556,0.4444444444444444,9,True,,0.6666666666666665,0.6666666666666665
hotpotqa,mistral-small3.1:24b,multi_hop,8000,scattered,low,unknown,retrieve_then_read,exact_match,0.2222222222222222,0.5555555555555556,0.4444444444444444,9,True,,0.6666666666666665,0.6666666666666665
hotpotqa,mistral-small3.1:24b,comparison,16000,front,low,unknown,direct,exact_match,0.0,0.0,0.0,2,False,oracle_not_above_no_evidence,,
hotpotqa,mistral-small3.1:24b,comparison,16000,front,low,unknown,retrieve_then_read,exact_match,0.0,0.0,0.0,2,False,oracle_not_above_no_evidence,,
hotpotqa,mistral-small3.1:24b,multi_hop,4000,middle,low,unknown,direct,exact_match,0.25,0.875,0.75,8,True,,0.8,0.8
hotpotqa,mistral-small3.1:24b,multi_hop,4000,middle,low,unknown,retrieve_then_read,exact_match,0.25,0.875,0.75,8,True,,0.8,0.8
hotpotqa,mistral-small3.1:24b,multi_hop,8000,middle,medium,unknown,direct,exact_match,0.2,0.6,0.6,5,True,,1.0,1.0
hotpotqa,mistral-small3.1:24b,multi_hop,8000,middle,medium,unknown,retrieve_then_read,exact_match,0.2,0.6,0.2,5,True,,0.0,0.0
hotpotqa,mistral-small3.1:24b,comparison,4000,scattered,low,unknown,direct,exact_match,0.0,0.0,0.5,2,False,oracle_not_above_no_evidence,,
hotpotqa,mistral-small3.1:24b,comparison,4000,scattered,low,unknown,retrieve_then_read,exact_match,0.0,0.0,0.0,2,False,oracle_not_above_no_evidence,,
hotpotqa,mistral-small3.1:24b,comparison,4000,end,medium,unknown,direct,exact_match,0.5,1.0,1.0,2,True,,1.0,1.0
hotpotqa,mistral-small3.1:24b,comparison,4000,end,medium,unknown,retrieve_then_read,exact_match,0.5,1.0,1.0,2,True,,1.0,1.0
hotpotqa,mistral-small3.1:24b,comparison,16000,middle,medium,unknown,direct,exact_match,1.0,1.0,1.0,1,False,oracle_not_above_no_evidence,,
hotpotqa,mistral-small3.1:24b,comparison,16000,middle,medium,unknown,retrieve_then_read,exact_match,1.0,1.0,1.0,1,False,oracle_not_above_no_evidence,,
hotpotqa,mistral-small3.1:24b,comparison,16000,scattered,medium,unknown,direct,exact_match,0.0,0.0,0.0,1,False,oracle_not_above_no_evidence,,
hotpotqa,mistral-small3.1:24b,comparison,16000,scattered,medium,unknown,retrieve_then_read,exact_match,0.0,0.0,0.0,1,False,oracle_not_above_no_evidence,,
hotpotqa,mistral-small3.1:24b,multi_hop,8000,end,medium,unknown,direct,exact_match,0.0,1.0,1.0,1,True,,1.0,1.0
hotpotqa,mistral-small3.1:24b,multi_hop,8000,end,medium,unknown,retrieve_then_read,exact_match,0.0,1.0,1.0,1,True,,1.0,1.0
hotpotqa,mistral-small3.1:24b,comparison,4000,end,low,unknown,direct,exact_match,1.0,1.0,1.0,1,False,oracle_not_above_no_evidence,,
hotpotqa,mistral-small3.1:24b,comparison,4000,end,low,unknown,retrieve_then_read,exact_match,1.0,1.0,1.0,1,False,oracle_not_above_no_evidence,,
hotpotqa,mistral-small3.1:24b,comparison,16000,middle,low,unknown,direct,exact_match,1.0,1.0,1.0,1,False,oracle_not_above_no_evidence,,
hotpotqa,mistral-small3.1:24b,comparison,16000,middle,low,unknown,retrieve_then_read,exact_match,1.0,1.0,1.0,1,False,oracle_not_above_no_evidence,,
