source,model_name,method,reasoning_type,context_length,evidence_position,evidence_density,distractor_similarity,n,exact_match_strict,answer_f1_strict,exact_match_relaxed,answer_f1_relaxed,exact_match,answer_f1,evidence_precision,evidence_recall,evidence_f1,citation_grounding
2wikimultihopqa,qwen2.5:14b,direct,comparison,16000,end,low,unknown,13,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,1.0,0.8461538461538461,0.8974358974358975,1.0
2wikimultihopqa,qwen2.5:14b,direct,comparison,16000,end,medium,unknown,5,0.8,0.8,0.8,0.8,0.8,0.8,1.0,0.5,0.6666666666666666,1.0
2wikimultihopqa,qwen2.5:14b,direct,comparison,16000,front,low,unknown,6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9166666666666666,0.6666666666666666,0.75,1.0
2wikimultihopqa,qwen2.5:14b,direct,comparison,16000,front,medium,unknown,8,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.5,0.6488095238095237,1.0
2wikimultihopqa,qwen2.5:14b,direct,comparison,16000,middle,low,unknown,8,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.75,0.8333333333333333,1.0
2wikimultihopqa,qwen2.5:14b,direct,comparison,16000,middle,medium,unknown,8,0.75,0.75,0.75,0.75,0.75,0.75,0.9375,0.40625,0.5583333333333333,1.0
2wikimultihopqa,qwen2.5:14b,direct,comparison,16000,scattered,low,unknown,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8125,0.875,1.0
2wikimultihopqa,qwen2.5:14b,direct,comparison,16000,scattered,medium,unknown,14,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.8571428571428571,0.4107142857142857,0.5469387755102041,1.0
2wikimultihopqa,qwen2.5:14b,direct,comparison,4000,end,low,unknown,12,0.75,0.75,0.75,0.75,0.75,0.75,0.9166666666666666,0.7916666666666666,0.8333333333333334,0.9166666666666666
2wikimultihopqa,qwen2.5:14b,direct,comparison,4000,end,medium,unknown,8,0.875,0.875,0.875,0.875,0.875,0.875,1.0,0.53125,0.6904761904761905,1.0
2wikimultihopqa,qwen2.5:14b,direct,comparison,4000,front,low,unknown,9,0.5555555555555556,0.654320987654321,0.5555555555555556,0.654320987654321,0.5555555555555556,0.654320987654321,0.7222222222222222,0.5555555555555556,0.611111111111111,0.7777777777777778
2wikimultihopqa,qwen2.5:14b,direct,comparison,4000,front,medium,unknown,11,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.7727272727272727,0.4318181818181818,0.5497835497835497,1.0
2wikimultihopqa,qwen2.5:14b,direct,comparison,4000,middle,low,unknown,8,0.875,0.90625,0.875,0.90625,0.875,0.90625,0.875,0.8125,0.8333333333333334,1.0
2wikimultihopqa,qwen2.5:14b,direct,comparison,4000,middle,medium,unknown,9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9444444444444444,0.5,0.6507936507936507,1.0
2wikimultihopqa,qwen2.5:14b,direct,comparison,4000,scattered,high,unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,1.0
2wikimultihopqa,qwen2.5:14b,direct,comparison,4000,scattered,low,unknown,6,0.5,0.5,0.5,0.5,0.5,0.5,0.8333333333333334,0.6666666666666666,0.7222222222222222,0.8333333333333334
2wikimultihopqa,qwen2.5:14b,direct,comparison,4000,scattered,medium,unknown,12,0.75,0.75,0.75,0.75,0.75,0.75,0.9166666666666666,0.4375,0.5761904761904761,1.0
2wikimultihopqa,qwen2.5:14b,direct,comparison,8000,end,low,unknown,8,0.75,0.75,0.75,0.75,0.75,0.75,0.9166666666666666,0.9375,0.925,1.0
2wikimultihopqa,qwen2.5:14b,direct,comparison,8000,end,medium,unknown,12,0.5833333333333334,0.6111111111111112,0.5833333333333334,0.6111111111111112,0.5833333333333334,0.6111111111111112,1.0,0.5,0.6603174603174603,1.0
2wikimultihopqa,qwen2.5:14b,direct,comparison,8000,front,low,unknown,10,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.35,0.4666666666666666,0.7
2wikimultihopqa,qwen2.5:14b,direct,comparison,8000,front,medium,unknown,9,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.8333333333333334,0.4444444444444444,0.5767195767195767,0.8888888888888888
2wikimultihopqa,qwen2.5:14b,direct,comparison,8000,middle,low,unknown,6,0.5,0.5,0.5,0.5,0.5,0.5,0.8333333333333334,0.5833333333333334,0.6666666666666666,0.8333333333333334
2wikimultihopqa,qwen2.5:14b,direct,comparison,8000,middle,medium,unknown,9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.5277777777777778,0.6793650793650793,1.0
2wikimultihopqa,qwen2.5:14b,direct,comparison,8000,scattered,low,unknown,9,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,1.0,0.8888888888888888,0.9259259259259259,1.0
2wikimultihopqa,qwen2.5:14b,direct,comparison,8000,scattered,medium,unknown,13,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.8974358974358975,0.5,0.6373626373626373,1.0
2wikimultihopqa,qwen2.5:14b,direct,multi_hop,16000,end,low,unknown,24,0.4166666666666667,0.5425213675213675,0.4166666666666667,0.5394910644910645,0.4166666666666667,0.5425213675213675,0.875,0.5625,0.6666666666666666,0.875
2wikimultihopqa,qwen2.5:14b,direct,multi_hop,16000,front,low,unknown,27,0.37037037037037035,0.4351851851851852,0.37037037037037035,0.4403292181069959,0.37037037037037035,0.4351851851851852,0.6481481481481481,0.46296296296296297,0.5246913580246914,0.7037037037037037
2wikimultihopqa,qwen2.5:14b,direct,multi_hop,16000,middle,low,unknown,26,0.3076923076923077,0.5034493284493284,0.3076923076923077,0.5034493284493284,0.3076923076923077,0.5034493284493284,0.9038461538461539,0.7115384615384616,0.7756410256410257,0.9230769230769231
2wikimultihopqa,qwen2.5:14b,direct,multi_hop,16000,scattered,low,unknown,19,0.10526315789473684,0.2620332883490778,0.10526315789473684,0.28414918414918416,0.10526315789473684,0.2620332883490778,0.5263157894736842,0.3684210526315789,0.42105263157894735,0.5789473684210527
2wikimultihopqa,qwen2.5:14b,direct,multi_hop,4000,end,low,unknown,22,0.3181818181818182,0.4414600550964187,0.3181818181818182,0.44696969696969696,0.3181818181818182,0.4414600550964187,0.7727272727272727,0.5909090909090909,0.6515151515151515,0.8636363636363636
2wikimultihopqa,qwen2.5:14b,direct,multi_hop,4000,front,low,unknown,22,0.4090909090909091,0.4909090909090909,0.45454545454545453,0.5363636363636364,0.4090909090909091,0.4909090909090909,0.6363636363636364,0.45454545454545453,0.5151515151515151,0.6363636363636364
2wikimultihopqa,qwen2.5:14b,direct,multi_hop,4000,middle,low,unknown,24,0.2916666666666667,0.42797619047619045,0.2916666666666667,0.4264880952380952,0.2916666666666667,0.42797619047619045,0.6666666666666666,0.5416666666666666,0.5833333333333334,0.7083333333333334
2wikimultihopqa,qwen2.5:14b,direct,multi_hop,4000,scattered,low,unknown,23,0.43478260869565216,0.538647342995169,0.43478260869565216,0.5463768115942029,0.43478260869565216,0.538647342995169,0.6739130434782609,0.4782608695652174,0.5434782608695652,0.6956521739130435
2wikimultihopqa,qwen2.5:14b,direct,multi_hop,8000,end,low,unknown,21,0.3333333333333333,0.516628873771731,0.3333333333333333,0.516628873771731,0.3333333333333333,0.516628873771731,0.7142857142857143,0.5,0.5714285714285714,0.7619047619047619
2wikimultihopqa,qwen2.5:14b,direct,multi_hop,8000,front,low,unknown,23,0.21739130434782608,0.34347826086956523,0.21739130434782608,0.3391304347826087,0.21739130434782608,0.34347826086956523,0.7391304347826086,0.5217391304347826,0.5942028985507246,0.782608695652174
2wikimultihopqa,qwen2.5:14b,direct,multi_hop,8000,middle,low,unknown,27,0.18518518518518517,0.3853615520282187,0.18518518518518517,0.38760622093955427,0.18518518518518517,0.3853615520282187,0.6851851851851852,0.5555555555555556,0.5987654320987654,0.7037037037037037
2wikimultihopqa,qwen2.5:14b,direct,multi_hop,8000,scattered,low,unknown,20,0.25,0.42818181818181816,0.3,0.45666666666666667,0.25,0.42818181818181816,0.675,0.525,0.575,0.8
2wikimultihopqa,qwen2.5:14b,no_evidence,comparison,16000,end,low,unknown,13,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.0,0.0,0.0,0.0
2wikimultihopqa,qwen2.5:14b,no_evidence,comparison,16000,end,medium,unknown,5,0.4,0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.0
