source,model_name,reasoning_type,context_length,evidence_position,evidence_density,distractor_similarity,long_method,score_field,score_no_evidence,score_oracle,score_long,n,cue_valid,cue_invalid_reason,cue_raw,cue_clipped
hotpotqa,qwen2.5:14b,comparison,4000,front,low,unknown,direct,exact_match,0.0,0.3333333333333333,0.3333333333333333,3,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,front,low,unknown,retrieve_then_read,exact_match,0.0,0.3333333333333333,0.3333333333333333,3,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,8000,middle,low,unknown,direct,exact_match,0.5,0.5,0.5,2,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,middle,low,unknown,retrieve_then_read,exact_match,0.5,0.5,0.5,2,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,multi_hop,16000,end,medium,unknown,direct,exact_match,0.125,0.5,0.625,8,True,,1.3333333333333333,1.0
hotpotqa,qwen2.5:14b,multi_hop,16000,end,medium,unknown,retrieve_then_read,exact_match,0.125,0.5,0.375,8,True,,0.6666666666666666,0.6666666666666666
hotpotqa,qwen2.5:14b,multi_hop,4000,scattered,medium,unknown,direct,exact_match,0.0,0.8,0.6,5,True,,0.7499999999999999,0.7499999999999999
hotpotqa,qwen2.5:14b,multi_hop,4000,scattered,medium,unknown,retrieve_then_read,exact_match,0.0,0.8,0.4,5,True,,0.5,0.5
hotpotqa,qwen2.5:14b,multi_hop,8000,front,medium,unknown,direct,exact_match,0.0,0.5,0.3,10,True,,0.6,0.6
hotpotqa,qwen2.5:14b,multi_hop,8000,front,medium,unknown,retrieve_then_read,exact_match,0.0,0.5,0.5,10,True,,1.0,1.0
hotpotqa,qwen2.5:14b,multi_hop,16000,middle,medium,unknown,direct,exact_match,0.3333333333333333,1.0,0.7777777777777778,9,True,,0.6666666666666666,0.6666666666666666
hotpotqa,qwen2.5:14b,multi_hop,16000,middle,medium,unknown,retrieve_then_read,exact_match,0.3333333333333333,1.0,0.7777777777777778,9,True,,0.6666666666666666,0.6666666666666666
hotpotqa,qwen2.5:14b,multi_hop,4000,end,low,unknown,direct,exact_match,0.1,0.4,0.4,10,True,,1.0,1.0
hotpotqa,qwen2.5:14b,multi_hop,4000,end,low,unknown,retrieve_then_read,exact_match,0.1,0.4,0.4,10,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,8000,scattered,low,unknown,direct,exact_match,0.5,0.5,1.0,2,False,oracle_not_above_no_evidence,,
